id_contrato,municipio_execucao,secretaria_responsavel,status_obra,orcamento_inicial_reais,valor_aditivos_reais,dias_de_atraso,percentual_conclusao
CT-2022-4340,Aracaju,Infraestrutura,Atrasada,539275.07,147594.96,365,64.5
CT-2022-4341,Nossa Senhora do Socorro,Saúde,Atrasada,1269209.54,219722.35,163,35.4
CT-2022-4342,Nossa Senhora do Socorro,Educação,Concluída,3167781.76,0.0,0,100.0
CT-2022-4343,São Cristóvão,Saúde,Paralisada,6013896.84,19509464.49,1791,10.1
CT-2022-4344,Nossa Senhora do Socorro,Segurança,Atrasada,354218.92,47768.16,270,84.4
CT-2022-4345,Nossa Senhora do Socorro,Segurança,Concluída,1964927.42,0.0,0,100.0
CT-2022-4346,Estância,Saúde,Paralisada,363076.62,60358.97,380,31.4
CT-2022-4347,Aracaju,Educação,Em Andamento,2010576.3,0.0,0,22.2
CT-2022-4348,Nossa Senhora do Socorro,Saúde,Paralisada,3990732.23,13032124.92,683,67.9
CT-2022-4349,Aracaju,Educação,Paralisada,4606099.53,2085605.77,624,51.5
CT-2022-4350,Itabaiana,Cultura e Esporte,Em Andamento,1112544.07,0.0,0,21.8
CT-2022-4351,Estância,Segurança,Paralisada,1083030.09,364628.78,632,19.6
CT-2022-4352,Estância,Saúde,Em Andamento,13441400.83,0.0,0,63.2
CT-2022-4353,Aracaju,Saúde,Paralisada,521724.22,1513053.29,1448,39.9
CT-2022-4354,Itabaiana,Educação,Concluída,3259986.21,0.0,0,100.0
CT-2022-4355,Aracaju,Infraestrutura,Em Andamento,4150482.35,0.0,0,5.4
CT-2022-4356,Nossa Senhora do Socorro,Educação,Concluída,4604255.15,0.0,0,100.0
CT-2022-4357,Aracaju,Infraestrutura,Em Andamento,3440464.03,0.0,0,68.0
CT-2022-4358,Itabaiana,Saúde,Concluída,1759949.21,88793.84,0,100.0
CT-2022-4359,Tobias Barreto,Segurança,Em Andamento,527833.61,0.0,0,10.9
CT-2022-4360,Nossa Senhora do Socorro,Cultura e Esporte,Concluída,2691984.05,119924.61,0,100.0
CT-2022-4361,Itabaiana,Segurança,Concluída,2818962.54,2894.97,0,100.0
CT-2022-4362,Aracaju,Segurança,Concluída,3320520.5,68524.3,0,100.0
CT-2022-4363,Itabaiana,Cultura e Esporte,Paralisada,8021951.31,4636732.1,609,26.6
CT-2022-4364,Aracaju,Saúde,Paralisada,1884228.12,2651760.25,1255,24.3
CT-2022-4365,Lagarto,Educação,Concluída,9702016.72,0.0,0,100.0
CT-2022-4366,Nossa Senhora do Socorro,Segurança,Concluída,875765.83,0.0,0,100.0
CT-2022-4367,São Cristóvão,Educação,Atrasada,1031399.43,232708.7,226,60.4
CT-2022-4368,Aracaju,Segurança,Concluída,554890.91,22970.09,0,100.0
CT-2022-4369,Barra dos Coqueiros,Saúde,Concluída,384276.91,0.0,0,100.0
CT-2022-4370,São Cristóvão,Educação,Concluída,2020604.16,0.0,0,100.0
CT-2022-4371,Nossa Senhora do Socorro,Cultura e Esporte,Paralisada,3169636.44,1551320.1,782,31.2
CT-2022-4372,Nossa Senhora do Socorro,Saúde,Atrasada,1646901.67,330693.91,179,77.6
CT-2022-4373,Nossa Senhora do Socorro,Cultura e Esporte,Paralisada,2558949.97,1229770.8,361,62.9
CT-2022-4374,Nossa Senhora do Socorro,Segurança,Concluída,1689542.91,0.0,0,100.0
CT-2022-4375,Aracaju,Segurança,Em Andamento,287797.29,0.0,0,71.3
CT-2022-4376,Estância,Cultura e Esporte,Concluída,724107.78,35028.21,0,100.0
CT-2022-4377,Lagarto,Segurança,Atrasada,1085851.26,157275.51,324,51.6
CT-2022-4378,Lagarto,Segurança,Atrasada,3172485.23,954172.23,67,29.5
CT-2022-4379,Aracaju,Cultura e Esporte,Em Andamento,6158420.88,0.0,0,10.2
CT-2022-4380,Estância,Educação,Em Andamento,752234.02,0.0,0,40.0
CT-2022-4381,Estância,Educação,Concluída,919360.99,0.0,0,100.0
CT-2022-4382,Estância,Saúde,Paralisada,3917193.35,1557558.39,669,34.6
CT-2022-4383,Barra dos Coqueiros,Cultura e Esporte,Em Andamento,9526629.82,0.0,0,29.9
CT-2022-4384,São Cristóvão,Saúde,Concluída,1456236.07,0.0,0,100.0
CT-2022-4385,Itabaiana,Infraestrutura,Paralisada,1307827.96,358855.65,486,66.0
CT-2022-4386,São Cristóvão,Segurança,Concluída,1494927.1,0.0,0,100.0
CT-2022-4387,Aracaju,Cultura e Esporte,Concluída,709167.57,27814.57,0,100.0
CT-2022-4388,Aracaju,Infraestrutura,Concluída,2183183.95,0.0,0,100.0
CT-2022-4389,Lagarto,Cultura e Esporte,Concluída,2502388.29,0.0,0,100.0
CT-2022-4390,Nossa Senhora do Socorro,Cultura e Esporte,Concluída,663291.27,0.0,0,100.0
CT-2022-4391,Estância,Segurança,Em Andamento,910296.76,0.0,0,70.0
CT-2022-4392,Nossa Senhora do Socorro,Cultura e Esporte,Em Andamento,827149.76,0.0,0,77.2
CT-2022-4393,Nossa Senhora do Socorro,Infraestrutura,Concluída,2942515.69,0.0,0,100.0
CT-2022-4394,Aracaju,Infraestrutura,Concluída,3879750.33,0.0,0,100.0
CT-2022-4395,Aracaju,Educação,Atrasada,1244197.4,203487.77,335,53.8
CT-2022-4396,Nossa Senhora do Socorro,Segurança,Em Andamento,4499512.0,0.0,0,52.1
CT-2022-4397,São Cristóvão,Cultura e Esporte,Concluída,7346289.49,531646.33,0,100.0
CT-2022-4398,Itabaiana,Saúde,Em Andamento,2341320.48,0.0,0,38.3
CT-2022-4399,Lagarto,Saúde,Em Andamento,7363263.75,0.0,0,40.5
CT-2022-4400,Aracaju,Segurança,Em Andamento,3103204.58,0.0,0,13.4
CT-2022-4401,Nossa Senhora do Socorro,Cultura e Esporte,Em Andamento,802738.86,0.0,0,63.4
CT-2022-4402,Aracaju,Segurança,Concluída,1040624.48,0.0,0,100.0
CT-2022-4403,Aracaju,Segurança,Concluída,2826321.67,0.0,0,100.0
CT-2022-4404,Lagarto,Educação,Concluída,915157.78,30153.83,0,100.0
CT-2022-4405,Aracaju,Educação,Concluída,161172.51,0.0,0,100.0
CT-2022-4406,Aracaju,Saúde,Paralisada,1053063.08,2187864.82,691,63.0
CT-2022-4407,Nossa Senhora do Socorro,Saúde,Paralisada,308532.84,405636.31,1653,28.3
CT-2022-4408,Aracaju,Infraestrutura,Concluída,6989483.66,0.0,0,100.0
CT-2022-4409,São Cristóvão,Infraestrutura,Em Andamento,3631802.83,0.0,0,32.8
CT-2022-4410,São Cristóvão,Educação,Concluída,239753.14,0.0,0,100.0
CT-2022-4411,Aracaju,Infraestrutura,Atrasada,298805.91,78306.24,270,24.7
CT-2022-4412,Lagarto,Segurança,Concluída,237688.62,35344.47,0,100.0
CT-2022-4413,Aracaju,Infraestrutura,Em Andamento,4929881.83,0.0,0,43.2
CT-2022-4414,Barra dos Coqueiros,Infraestrutura,Concluída,4774336.67,0.0,0,100.0
CT-2022-4415,Barra dos Coqueiros,Segurança,Concluída,4165157.99,0.0,0,100.0
CT-2022-4416,Estância,Educação,Em Andamento,638801.29,0.0,0,25.6
CT-2022-4417,Itabaiana,Saúde,Concluída,13095299.37,0.0,0,100.0
CT-2022-4418,Lagarto,Educação,Paralisada,5751249.08,1500773.17,379,23.6
CT-2022-4419,Barra dos Coqueiros,Saúde,Paralisada,3239010.28,8129319.35,782,26.1
CT-2022-4420,Lagarto,Segurança,Concluída,3568900.54,0.0,0,100.0
CT-2022-4421,São Cristóvão,Educação,Paralisada,1602998.85,870426.17,885,52.6
CT-2022-4422,Barra dos Coqueiros,Saúde,Paralisada,2686194.04,8394794.15,618,66.5
CT-2022-4423,Itabaiana,Cultura e Esporte,Em Andamento,1418269.69,0.0,0,21.8
CT-2022-4424,Lagarto,Educação,Em Andamento,3909196.83,0.0,0,25.1
CT-2022-4425,Aracaju,Infraestrutura,Em Andamento,1377651.76,0.0,0,67.8
CT-2022-4426,Lagarto,Saúde,Concluída,9181977.7,0.0,0,100.0
CT-2022-4427,Aracaju,Cultura e Esporte,Concluída,10454213.3,249862.05,0,100.0
CT-2022-4428,Nossa Senhora do Socorro,Saúde,Paralisada,1025317.0,3242440.42,1553,46.3
CT-2022-4429,Nossa Senhora do Socorro,Educação,Atrasada,5352654.15,1526199.09,182,33.7
CT-2022-4430,Aracaju,Cultura e Esporte,Em Andamento,470242.32,0.0,0,68.2
CT-2022-4431,Barra dos Coqueiros,Infraestrutura,Paralisada,1039784.22,144288.17,834,72.0
CT-2022-4432,Aracaju,Cultura e Esporte,Concluída,1067855.92,0.0,0,100.0
CT-2022-4433,Itabaiana,Saúde,Paralisada,3075207.76,1734073.25,802,10.7
CT-2022-4434,Aracaju,Cultura e Esporte,Concluída,7669103.17,0.0,0,100.0
CT-2022-4435,Lagarto,Saúde,Em Andamento,1206415.99,0.0,0,36.5
CT-2022-4436,Nossa Senhora do Socorro,Segurança,Em Andamento,1811428.14,0.0,0,14.1
CT-2022-4437,Aracaju,Saúde,Paralisada,1632991.82,4161080.45,861,18.5
CT-2022-4438,Nossa Senhora do Socorro,Infraestrutura,Atrasada,1585746.11,173797.6,179,58.2
CT-2022-4439,Nossa Senhora do Socorro,Saúde,Paralisada,2726086.34,3628917.96,1542,65.5
CT-2022-4440,Estância,Educação,Paralisada,3505813.96,1320603.82,746,38.2
CT-2022-4441,Lagarto,Educação,Concluída,1672193.94,0.0,0,100.0
CT-2022-4442,Estância,Infraestrutura,Concluída,5077979.7,352363.32,0,100.0
CT-2022-4443,Aracaju,Infraestrutura,Atrasada,2810080.78,483496.25,202,51.1
CT-2022-4444,Estância,Segurança,Concluída,1101293.5,83154.96,0,100.0
CT-2022-4445,Nossa Senhora do Socorro,Educação,Concluída,1543666.43,0.0,0,100.0
CT-2022-4446,Aracaju,Educação,Concluída,10099041.39,0.0,0,100.0
CT-2022-4447,Aracaju,Cultura e Esporte,Concluída,2918241.89,338577.18,0,100.0
CT-2022-4448,Aracaju,Educação,Concluída,2233844.77,0.0,0,100.0
CT-2022-4449,Aracaju,Educação,Concluída,1001401.14,0.0,0,100.0
CT-2022-4450,Aracaju,Cultura e Esporte,Paralisada,2434705.41,392500.36,286,17.1
CT-2022-4451,São Cristóvão,Segurança,Paralisada,405274.35,150717.83,644,48.8
CT-2022-4452,Aracaju,Infraestrutura,Concluída,1682955.83,0.0,0,100.0
CT-2022-4453,São Cristóvão,Segurança,Concluída,6189708.74,741565.5,0,100.0
CT-2022-4454,Nossa Senhora do Socorro,Infraestrutura,Concluída,1846420.37,224572.58,0,100.0
CT-2022-4455,Estância,Infraestrutura,Paralisada,5683172.08,1798796.8,797,40.6
CT-2022-4456,Aracaju,Cultura e Esporte,Em Andamento,272499.57,0.0,0,71.0
CT-2022-4457,São Cristóvão,Infraestrutura,Em Andamento,597420.54,0.0,0,47.7
CT-2022-4458,Aracaju,Saúde,Paralisada,4117619.77,6269348.87,1620,46.2
CT-2022-4459,Lagarto,Saúde,Em Andamento,4242360.09,0.0,0,6.8
CT-2022-4460,Aracaju,Saúde,Paralisada,3264850.26,5287287.71,1680,25.8
CT-2022-4461,Tobias Barreto,Saúde,Em Andamento,7776998.36,0.0,0,72.8
CT-2022-4462,Itabaiana,Cultura e Esporte,Paralisada,2401592.08,1312380.04,368,40.6
CT-2022-4463,Nossa Senhora do Socorro,Cultura e Esporte,Concluída,4041286.78,592971.43,0,100.0
CT-2022-4464,Estância,Saúde,Concluída,1100884.83,0.0,0,100.0
CT-2022-4465,Aracaju,Educação,Paralisada,3007616.57,1092305.96,379,66.4
CT-2022-4466,Estância,Infraestrutura,Concluída,4604828.09,0.0,0,100.0
CT-2022-4467,Nossa Senhora do Socorro,Segurança,Atrasada,3737695.27,1395356.86,180,78.5
CT-2022-4468,Aracaju,Saúde,Paralisada,5114429.32,17813003.91,1636,32.5
CT-2022-4469,Aracaju,Saúde,Em Andamento,1697982.25,0.0,0,63.6
CT-2022-4470,Aracaju,Educação,Concluída,1146661.12,145454.13,0,100.0
CT-2022-4471,Lagarto,Cultura e Esporte,Em Andamento,1117029.43,0.0,0,47.6
CT-2022-4472,Estância,Educação,Concluída,5038763.86,0.0,0,100.0
CT-2022-4473,São Cristóvão,Saúde,Paralisada,5924215.95,15801661.88,640,23.1
CT-2022-4474,Aracaju,Educação,Concluída,850559.82,30345.8,0,100.0
CT-2022-4475,Nossa Senhora do Socorro,Infraestrutura,Concluída,1545152.04,0.0,0,100.0
CT-2022-4476,Barra dos Coqueiros,Segurança,Concluída,7744663.42,853292.54,0,100.0
CT-2022-4477,Barra dos Coqueiros,Educação,Em Andamento,191683.93,0.0,0,30.7
CT-2022-4478,Aracaju,Saúde,Em Andamento,1431350.93,0.0,0,57.2
CT-2022-4479,São Cristóvão,Infraestrutura,Paralisada,3004077.05,1501414.71,885,14.5
CT-2022-4480,São Cristóvão,Infraestrutura,Em Andamento,627301.22,0.0,0,9.9
CT-2022-4481,Lagarto,Educação,Concluída,3618987.69,45383.57,0,100.0
CT-2022-4482,Nossa Senhora do Socorro,Saúde,Em Andamento,1187985.99,0.0,0,27.1
CT-2022-4483,Itabaiana,Segurança,Concluída,8734255.61,1130560.14,0,100.0
CT-2022-4484,Lagarto,Educação,Em Andamento,382519.54,0.0,0,62.4
CT-2022-4485,Lagarto,Cultura e Esporte,Paralisada,6195990.91,2494881.96,820,72.2
CT-2022-4486,São Cristóvão,Infraestrutura,Em Andamento,2905263.85,0.0,0,34.7
CT-2022-4487,Estância,Cultura e Esporte,Concluída,3046463.67,346783.56,0,100.0
CT-2022-4488,Nossa Senhora do Socorro,Infraestrutura,Em Andamento,197897.79,0.0,0,59.3
CT-2022-4489,Aracaju,Educação,Concluída,7240485.2,1009246.4,0,100.0
CT-2022-4490,Aracaju,Infraestrutura,Concluída,5829873.99,0.0,0,100.0
CT-2022-4491,Nossa Senhora do Socorro,Saúde,Paralisada,1935745.6,4641129.99,1563,59.4
CT-2022-4492,Nossa Senhora do Socorro,Cultura e Esporte,Em Andamento,2139179.86,0.0,0,79.9
CT-2022-4493,Nossa Senhora do Socorro,Educação,Paralisada,1179365.07,200946.41,252,8.8
CT-2022-4494,São Cristóvão,Saúde,Paralisada,1347382.65,2809495.23,1105,14.6
CT-2022-4495,Nossa Senhora do Socorro,Saúde,Paralisada,2096227.16,3073644.43,634,50.2
CT-2022-4496,Aracaju,Saúde,Paralisada,395006.48,1272582.24,1304,39.2
CT-2022-4497,Estância,Infraestrutura,Concluída,393503.14,58731.73,0,100.0
CT-2022-4498,Itabaiana,Saúde,Atrasada,5237280.05,742973.2,312,63.8
CT-2022-4499,São Cristóvão,Saúde,Concluída,1572905.37,0.0,0,100.0
CT-2022-4500,Nossa Senhora do Socorro,Infraestrutura,Concluída,11828751.42,272862.36,0,100.0
CT-2022-4501,Aracaju,Educação,Atrasada,423774.26,77764.39,315,81.9
CT-2022-4502,Itabaiana,Infraestrutura,Concluída,8443449.91,0.0,0,100.0
CT-2022-4503,Nossa Senhora do Socorro,Educação,Concluída,3301374.29,0.0,0,100.0
CT-2022-4504,Estância,Educação,Atrasada,1254136.56,456513.22,260,33.8
CT-2022-4505,Aracaju,Saúde,Concluída,1078576.49,0.0,0,100.0
CT-2022-4506,Itabaiana,Segurança,Concluída,9483905.74,1036826.73,0,100.0
CT-2022-4507,Lagarto,Cultura e Esporte,Paralisada,1392026.52,812197.04,700,71.5
CT-2022-4508,Aracaju,Segurança,Concluída,2391446.01,58001.95,0,100.0
CT-2022-4509,Estância,Saúde,Concluída,9446240.09,0.0,0,100.0
CT-2022-4510,Aracaju,Educação,Concluída,845364.35,0.0,0,100.0
CT-2022-4511,Aracaju,Infraestrutura,Concluída,754168.94,0.0,0,100.0
CT-2022-4512,Estância,Saúde,Concluída,878522.63,0.0,0,100.0
CT-2022-4513,Itabaiana,Educação,Em Andamento,956569.23,0.0,0,67.1
CT-2022-4514,Aracaju,Infraestrutura,Em Andamento,3812256.51,0.0,0,29.4
CT-2022-4515,Aracaju,Saúde,Concluída,717897.36,66428.3,0,100.0
CT-2022-4516,Itabaiana,Educação,Concluída,272513.89,0.0,0,100.0
CT-2022-4517,Itabaiana,Segurança,Concluída,3965197.09,446938.34,0,100.0
CT-2022-4518,Lagarto,Segurança,Paralisada,10079371.19,2149016.95,796,33.4
CT-2022-4519,Nossa Senhora do Socorro,Cultura e Esporte,Paralisada,2515636.89,462341.48,212,37.5
CT-2022-4520,São Cristóvão,Saúde,Atrasada,1505359.35,502503.43,392,59.5
CT-2022-4521,Nossa Senhora do Socorro,Educação,Concluída,244233.48,30247.59,0,100.0
CT-2022-4522,Itabaiana,Educação,Atrasada,2686102.52,786522.83,110,54.4
CT-2022-4523,Lagarto,Segurança,Paralisada,1341973.09,650868.66,492,33.2
CT-2022-4524,Itabaiana,Infraestrutura,Em Andamento,3298197.83,0.0,0,67.6
CT-2022-4525,Itabaiana,Infraestrutura,Concluída,9495655.42,0.0,0,100.0
CT-2022-4526,Lagarto,Infraestrutura,Atrasada,217971.54,44062.91,127,79.0
CT-2022-4527,Aracaju,Infraestrutura,Concluída,3670695.8,279048.6,0,100.0
CT-2022-4528,Nossa Senhora do Socorro,Educação,Concluída,3503949.79,198509.89,0,100.0
CT-2022-4529,Lagarto,Segurança,Concluída,2848194.74,0.0,0,100.0
CT-2022-4530,Nossa Senhora do Socorro,Infraestrutura,Concluída,4047988.29,425577.29,0,100.0
CT-2022-4531,Nossa Senhora do Socorro,Infraestrutura,Concluída,1556036.88,108321.66,0,100.0
CT-2022-4532,Nossa Senhora do Socorro,Cultura e Esporte,Paralisada,543873.75,248005.63,806,63.9
CT-2022-4533,Aracaju,Saúde,Concluída,163197.59,0.0,0,100.0
CT-2022-4534,Nossa Senhora do Socorro,Cultura e Esporte,Paralisada,1682291.58,765320.84,218,68.0
CT-2022-4535,Tobias Barreto,Educação,Concluída,5061360.87,732412.72,0,100.0
CT-2022-4536,Aracaju,Saúde,Paralisada,2830632.89,4976389.35,1478,69.7
CT-2022-4537,Aracaju,Saúde,Paralisada,629011.63,2141499.02,717,21.0
CT-2022-4538,Tobias Barreto,Infraestrutura,Atrasada,1299510.5,331080.06,121,24.8
CT-2022-4539,São Cristóvão,Saúde,Atrasada,3415081.35,885674.4,210,94.4
CT-2022-4540,Estância,Educação,Atrasada,7953017.95,2661174.64,338,62.2
CT-2022-4541,Aracaju,Cultura e Esporte,Atrasada,6022812.68,1000088.74,358,38.9
CT-2022-4542,Nossa Senhora do Socorro,Infraestrutura,Em Andamento,3150790.78,0.0,0,77.7
CT-2022-4543,Barra dos Coqueiros,Segurança,Concluída,889330.22,25141.38,0,100.0
CT-2022-4544,Aracaju,Cultura e Esporte,Em Andamento,6257837.06,0.0,0,29.8
CT-2022-4545,Nossa Senhora do Socorro,Infraestrutura,Em Andamento,7754306.9,0.0,0,67.3
CT-2022-4546,Nossa Senhora do Socorro,Infraestrutura,Concluída,7349086.24,0.0,0,100.0
CT-2022-4547,Estância,Saúde,Em Andamento,2655342.84,0.0,0,44.8
CT-2022-4548,Lagarto,Infraestrutura,Em Andamento,6300641.18,0.0,0,12.0
CT-2022-4549,Itabaiana,Infraestrutura,Concluída,4877813.99,0.0,0,100.0
CT-2022-4550,Tobias Barreto,Saúde,Paralisada,3044743.67,769740.88,109,53.0
CT-2022-4551,Nossa Senhora do Socorro,Cultura e Esporte,Concluída,12215910.55,1495107.66,0,100.0
CT-2022-4552,Nossa Senhora do Socorro,Segurança,Concluída,990400.82,0.0,0,100.0
CT-2022-4553,São Cristóvão,Segurança,Em Andamento,3085660.59,0.0,0,18.1
CT-2022-4554,Itabaiana,Segurança,Concluída,230429.9,8088.62,0,100.0
CT-2022-4555,Aracaju,Educação,Concluída,1948204.9,119284.23,0,100.0
CT-2022-4556,Aracaju,Cultura e Esporte,Paralisada,5530832.22,1290054.37,523,56.3
CT-2022-4557,Estância,Saúde,Atrasada,953879.21,196742.22,129,75.5
CT-2022-4558,São Cristóvão,Segurança,Concluída,4328838.49,0.0,0,100.0
CT-2022-4559,Estância,Infraestrutura,Concluída,4448284.14,0.0,0,100.0
CT-2022-4560,Lagarto,Infraestrutura,Concluída,3170774.56,241423.64,0,100.0
CT-2022-4561,Estância,Infraestrutura,Concluída,6867918.29,0.0,0,100.0
CT-2022-4562,Nossa Senhora do Socorro,Infraestrutura,Em Andamento,1939782.26,0.0,0,76.7
CT-2022-4563,Aracaju,Saúde,Paralisada,852540.13,1330056.0,794,20.1
CT-2022-4564,Lagarto,Segurança,Concluída,3312796.83,117537.49,0,100.0
CT-2022-4565,Nossa Senhora do Socorro,Infraestrutura,Em Andamento,9057976.24,0.0,0,71.8
CT-2022-4566,Tobias Barreto,Cultura e Esporte,Concluída,3133652.88,0.0,0,100.0
CT-2022-4567,Aracaju,Cultura e Esporte,Concluída,6477304.42,459826.22,0,100.0
CT-2022-4568,Barra dos Coqueiros,Saúde,Paralisada,6179533.39,8115493.36,791,40.6
CT-2022-4569,Aracaju,Saúde,Paralisada,168161.55,233998.37,1136,69.8
CT-2022-4570,São Cristóvão,Cultura e Esporte,Atrasada,391683.18,64418.74,306,47.2
CT-2022-4571,Aracaju,Educação,Concluída,2560615.78,0.0,0,100.0
CT-2022-4572,Itabaiana,Educação,Concluída,5954987.09,668310.49,0,100.0
CT-2022-4573,Itabaiana,Segurança,Em Andamento,1601561.09,0.0,0,5.6
CT-2022-4574,Nossa Senhora do Socorro,Segurança,Em Andamento,6741826.0,0.0,0,6.0
CT-2022-4575,Aracaju,Infraestrutura,Concluída,1452459.06,0.0,0,100.0
CT-2022-4576,São Cristóvão,Cultura e Esporte,Concluída,1767757.07,0.0,0,100.0
CT-2022-4577,Aracaju,Educação,Concluída,1323140.81,97477.22,0,100.0
CT-2022-4578,Aracaju,Saúde,Em Andamento,1899091.9,0.0,0,77.7
CT-2022-4579,Estância,Infraestrutura,Concluída,1991736.8,0.0,0,100.0
CT-2022-4580,Aracaju,Segurança,Em Andamento,2116002.9,0.0,0,51.6
CT-2022-4581,Itabaiana,Educação,Concluída,1159375.8,0.0,0,100.0
CT-2022-4582,Lagarto,Educação,Concluída,1608993.18,0.0,0,100.0
CT-2022-4583,Aracaju,Segurança,Atrasada,2930435.38,982882.42,390,74.2
CT-2022-4584,Aracaju,Segurança,Concluída,176129.45,0.0,0,100.0
CT-2022-4585,Tobias Barreto,Infraestrutura,Concluída,2528165.81,249814.82,0,100.0
CT-2022-4586,Barra dos Coqueiros,Cultura e Esporte,Concluída,205419.26,11223.58,0,100.0
CT-2022-4587,Nossa Senhora do Socorro,Segurança,Concluída,2954111.34,0.0,0,100.0
CT-2022-4588,Tobias Barreto,Cultura e Esporte,Concluída,1576893.59,0.0,0,100.0
CT-2022-4589,Aracaju,Educação,Concluída,2017324.01,0.0,0,100.0
CT-2022-4590,Nossa Senhora do Socorro,Educação,Paralisada,5137929.39,2747937.05,381,25.0
CT-2022-4591,Estância,Cultura e Esporte,Atrasada,3496484.72,379239.68,211,80.0
CT-2022-4592,Tobias Barreto,Infraestrutura,Concluída,8138989.44,730140.04,0,100.0
CT-2022-4593,Estância,Saúde,Concluída,997800.02,42465.12,0,100.0
CT-2022-4594,Barra dos Coqueiros,Cultura e Esporte,Concluída,1669725.64,0.0,0,100.0
CT-2022-4595,Aracaju,Segurança,Paralisada,903836.12,369510.91,791,47.4
CT-2022-4596,São Cristóvão,Educação,Em Andamento,747139.58,0.0,0,41.8
CT-2022-4597,São Cristóvão,Infraestrutura,Concluída,3449922.53,0.0,0,100.0
CT-2022-4598,Estância,Educação,Concluída,3361895.05,0.0,0,100.0
CT-2022-4599,Lagarto,Saúde,Concluída,2181072.3,225378.13,0,100.0
CT-2022-4600,Estância,Infraestrutura,Em Andamento,625283.29,0.0,0,60.0
CT-2022-4601,São Cristóvão,Educação,Concluída,2662542.42,0.0,0,100.0
CT-2022-4602,Aracaju,Cultura e Esporte,Paralisada,2285053.11,979979.02,758,25.0
CT-2022-4603,Lagarto,Educação,Em Andamento,2672892.85,0.0,0,8.9
CT-2022-4604,Barra dos Coqueiros,Educação,Concluída,1936839.72,132054.57,0,100.0
CT-2022-4605,Aracaju,Educação,Paralisada,406249.45,139122.55,538,42.2
CT-2022-4606,Estância,Segurança,Concluída,1737623.28,13663.8,0,100.0
CT-2022-4607,Itabaiana,Segurança,Atrasada,1286597.6,484510.15,336,38.9
CT-2022-4608,Lagarto,Educação,Concluída,1092460.21,94829.55,0,100.0
CT-2022-4609,Nossa Senhora do Socorro,Cultura e Esporte,Atrasada,3410101.32,816832.56,115,55.2
CT-2022-4610,Aracaju,Saúde,Paralisada,3481854.68,11780269.5,1063,54.3
CT-2022-4611,Aracaju,Infraestrutura,Em Andamento,11057781.86,0.0,0,32.8
CT-2022-4612,Estância,Cultura e Esporte,Concluída,3170749.77,175616.2,0,100.0
CT-2022-4613,Lagarto,Cultura e Esporte,Em Andamento,1210005.18,0.0,0,46.0
CT-2022-4614,Barra dos Coqueiros,Cultura e Esporte,Em Andamento,2439074.61,0.0,0,29.4
CT-2022-4615,Aracaju,Infraestrutura,Concluída,3170181.44,0.0,0,100.0
CT-2022-4616,São Cristóvão,Segurança,Concluída,1735070.58,0.0,0,100.0
CT-2022-4617,Tobias Barreto,Saúde,Atrasada,3198596.85,1088963.79,343,28.8
CT-2022-4618,Nossa Senhora do Socorro,Educação,Em Andamento,5271817.7,0.0,0,19.6
CT-2022-4619,São Cristóvão,Educação,Atrasada,3139259.78,1154649.34,386,42.5
CT-2022-4620,Itabaiana,Saúde,Em Andamento,710471.96,0.0,0,55.7
CT-2022-4621,Itabaiana,Cultura e Esporte,Paralisada,1323387.2,238244.89,481,12.9
CT-2022-4622,Aracaju,Infraestrutura,Em Andamento,10059777.49,0.0,0,33.3
CT-2022-4623,Itabaiana,Cultura e Esporte,Concluída,1497320.98,109393.56,0,100.0
CT-2022-4624,Lagarto,Educação,Atrasada,5469030.7,1857024.76,46,81.2
CT-2022-4625,Aracaju,Infraestrutura,Em Andamento,603532.01,0.0,0,71.2
CT-2022-4626,Estância,Cultura e Esporte,Concluída,12767756.04,405406.02,0,100.0
CT-2022-4627,Nossa Senhora do Socorro,Infraestrutura,Paralisada,862534.26,223828.08,100,62.9
CT-2022-4628,São Cristóvão,Cultura e Esporte,Em Andamento,9911407.97,0.0,0,57.3
CT-2022-4629,Barra dos Coqueiros,Saúde,Paralisada,302912.31,1052748.47,1790,63.6
CT-2022-4630,Estância,Infraestrutura,Concluída,2728745.75,39350.05,0,100.0
CT-2022-4631,Nossa Senhora do Socorro,Saúde,Atrasada,740493.73,128562.42,229,86.6
CT-2022-4632,Aracaju,Infraestrutura,Concluída,3260562.95,0.0,0,100.0
CT-2022-4633,Barra dos Coqueiros,Cultura e Esporte,Concluída,7035134.6,0.0,0,100.0
CT-2022-4634,Tobias Barreto,Educação,Atrasada,1212329.58,142930.76,160,46.3
CT-2022-4635,Aracaju,Infraestrutura,Atrasada,1694806.96,235917.8,71,41.3
CT-2022-4636,Aracaju,Infraestrutura,Em Andamento,293008.23,0.0,0,41.9
CT-2022-4637,Nossa Senhora do Socorro,Educação,Concluída,2721840.57,43476.57,0,100.0
CT-2022-4638,São Cristóvão,Educação,Em Andamento,2924035.68,0.0,0,19.4
CT-2022-4639,São Cristóvão,Educação,Em Andamento,3036939.32,0.0,0,47.3
CT-2022-4640,Aracaju,Educação,Em Andamento,7505080.41,0.0,0,77.5
CT-2022-4641,Itabaiana,Segurança,Em Andamento,441408.82,0.0,0,27.9
CT-2022-4642,Aracaju,Saúde,Paralisada,2061334.95,4519805.67,1491,29.2
CT-2022-4643,Aracaju,Cultura e Esporte,Concluída,1205077.14,88509.48,0,100.0
CT-2022-4644,Aracaju,Educação,Concluída,986994.26,132678.29,0,100.0
